	title	subtitle	level	links
214	Environnement	1. Des attaques orchestrées sur ce vecteur  privilégié...	Niveau 1	"{'WEF (2017). In 2020 Bitcoin will consume more power than the world does today.': 'https://www.weforum.org/agenda/2017/12/bitcoin-consume-more-power-than-world-2020/', ""A. Cuthbertson (2017). Bitcoin Mining on Track to Consume All of the World's Energy by 2020. Newsweek"": 'https://www.newsweek.com/bitcoin-mining-track-consume-worlds-energy-2020-744036', 'Bitcoin Archive (2023). R F Kennedy Jr: ""the envir. argument against Bitcoin is a pretext to suppress what threatens elite power structures""  ""Bitcoin mining uses as much energy as video games and nobody is calling to ban those!""': 'https://twitter.com/BTC_Archive/status/1654070812666675202', ""Le minage est mauvais pour l'environnement. N'ayez pas peur ! Déminons encore et toujours !"": 'https://btctouchpoint.com/fr/premiers-pas/n-ayez-pas-peur/#demin', 'AFP New York (2021). Pourquoi le bitcoin consomme-t-il une énergie de ""dingue"" ? France 24.com': 'https://www.france24.com/fr/info-en-continu/20210513-pourquoi-le-bitcoin-consomme-t-il-une-%C3%A9nergie-de-dingue', 'Philippe Escande (2022). « Le minage du bitcoin consomme autant d’électricité qu’un pays comme la Finlande »Le Monde': 'https://www.lemonde.fr/economie/article/2022/01/07/le-minage-du-bitcoin-consomme-autant-d-electricite-qu-un-pays-comme-la-finlande_6108547_3234.html'}"
215	Environnement	1. Des attaques orchestrées sur ce vecteur  privilégié...	Niveau 2	"{'Jacques Favier (2017). Bitcoin monnaie écolo ? Bitcoin.fr': 'https://www.youtube.com/watch?v=uZxxaeAONEk&t=5s', ""Riot Platforms, Inc (2023). The New York Times' politically driven attack on bitcoin mining is full of distortions & outright falsehoods."": 'https://www.riotplatforms.com/news-media/press-releases/detail/150/riot-platforms-inc-statement-the-new-york-times', 'Level39 (2023). Today, Biden and Dems are maligning Demand Response, in order to attack #Bitcoin': 'https://twitter.com/level39/status/1653781515430395905'}"
216	Environnement	2. Des accusations  à l'opposé des réalités !	Niveau 1	"{'Tomer Strolight (2021). 12. Pourquoi la consommation d’énergie de Bitcoin est bénéfique pour notre environnement ?': 'https://btctouchpoint.com/fr/pourquoi-bitcoin-12-pourquoi-la-consommation-denergie-de-bitcoin-est-benefique-pour-notre-environnement/', 'K. Cranley (2023). Bitcoin rescues stranded energy while cleaning up the environment': 'https://twitter.com/saylor/status/1652435569564176385', ""Michael Saylor (2023). Even the WEF is recognizing Bitcoin's env. benefits"": 'https://twitter.com/saylor/status/1650220299311362048', 'Marco.BTC.fr (2023). @StachAlex démonte efficacement des arguments anti-écologique de Bitcoin': 'https://twitter.com/MarcoBTCfr/status/1653791718817292295', ""Marco.BTC.fr (2022). Bilan énergétique et environnemental : Bitcoin vs extraction minière d'or"": 'https://twitter.com/MarcoBTCfr/status/1607942136124555266?s=20&t=mC_rHyqdTbiSaXoz4d1Opw', 'The Conversation (2019). Quand l’extraction de l’or fait proliférer des bactéries dévoreuses de chair. Le Mag IRD': 'https://lemag.ird.fr/fr/quand-lextraction-de-lor-fait-proliferer-des-bacteries-devoreuses-de-chair', 'John Lee Pettimore (2023). Mining comminution - needed for green energy - consumes 3% of all electrical power generated in the world.  \xa0 Mining and ore production is soon to be #1 polluting industry because of push for green energy  \xa0 Green energy push means more mining tailing ponds - among the largest and most dangerous structures engineered by humanity.': 'https://twitter.com/JohnLeePettim13/status/1639507334308265985', 'Adam O (2022). Bitcoin mining rescues stranded & wasted energy': 'https://twitter.com/denverbitcoin/status/1555600968850350080', 'Documenting Bitcoin (2023). Bitcoin is powered by volcanoes.': 'https://twitter.com/DocumentingBTC/status/1618329331868266496?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Documenting Bitcoin (2023). Bitcoin mining is cleaning up toxic waste in this Pennsylvania town and saving taxpayers $5 billion': 'https://twitter.com/DocumentingBTC/status/1618329340328177664?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Documenting Bitcoin (2023). CEO of Texas\' energy grid explains ""Bitcoin mining helps balance our grid and drives more renewables into our system""': 'https://twitter.com/DocumentingBTC/status/1618329342572130304?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Documenting Bitcoin (2023). Bitcoin mining recycles harmful methane emissions into profits': 'https://twitter.com/DocumentingBTC/status/1618329399442681856?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'Documenting Bitcoin (2023). TEPCO uses surplus renewable energy to mine bitcoin helping lower costs, increase profits, and decarbonize the grid': 'https://twitter.com/DocumentingBTC/status/1618329406610739200?s=20&t=RC48hLL7CtWkutD91Qab0Q', 'P. Rochard (2023). Bitcoin mining has zero carbon emissions. Riot': 'https://twitter.com/RiotPlatforms/status/1645473961004892162'}"
217	Environnement	2. Des accusations  à l'opposé des réalités !	Niveau 2	"{'A. Stachtchenko (2022). Le Climat. Quel avenir pour Bitcoin ? Liber-Thé': 'https://www.youtube.com/watch?v=qDRqbG-VLDM&t=3143s', 'A. Stachtchenko (2023). Bitcoin: a counterintuitive solution to climate change': 'https://medium.com/@Nakamotard/bitcoin-a-counterintuitive-solution-to-climate-change-e30301ae57a3', ""Alexandre Stachtchenko (2023). Bitcoin : une solution contre-intuitive au changement climatique \xa0Lecture de l'article par GAC"": 'https://medium.com/@AlexStach/bitcoin-une-solution-contre-intuitive-au-changement-climatique-668364b0c205', 'Loïc Morel/Bitstack (2023). Bitcoin n’est pas une catastrophe écologique': 'https://www.bitstack-app.com/blog/bitcoin-n-est-pas-une-catastrophe-ecologique', ""Daniel Batten (2023). Bitcoin's major power source is now Hydro in\xa0Bitcoin by Energy Source"": 'https://batcoinz.com/bitcoin-by-energy-source/', 'Baseload (2023). There is no second best': 'https://twitter.com/Endorsen/status/1640985212354953217?s=20', 'Jamie King (2022). This Machine Greens. Swan Bitcoin': 'https://www.youtube.com/watch?v=b-7dMVcVWgc', 'The Green Side of Bitcoin': 'https://www.thegreensideofbitcoin.com/#ib-toc-anchor-11'}"
218	Environnement	2. Des accusations  à l'opposé des réalités !	Niveau 3	{'Brandon Quittem (2020). Bitcoin is a Pioneer Species': 'https://brandonquittem.com/bitcoin-is-a-pioneer-species/'}
219	Science & Recherche	1. Problématiques de fond affectant la production de connaissances	Niveau 1	"{'Carl Sagan (1996). This combustible mixture of ignorance and power is going to blow up in our faces - Charlie Rose': 'https://www.youtube.com/watch?v=C3OCPYqHUGA', 'F. Dyson (2016). The PhD system is an abomination...ruined many lives': 'https://twitter.com/BrianRoemmele/status/1233467814633185280?s=20', 'S. Ammous (2023). The Art of Gatekeeping “the Science”. Clemenza': 'https://twitter.com/CarniClemenza/status/1609661339617599491?s=20&t=PmquMble10aJl7h55K91AQ', 'Jimmy Song (2022). Fiat Knowledge: Only Bitcoin Creates A Culture That Rewards Verification- Off Chain with Jimmy Song': 'https://www.youtube.com/watch?v=30y-HAgO9kg', 'Allen Farrington (2023). Write ""good"" papers to be published in ""good"" journals and get hired by ""good"" institutions': 'https://twitter.com/allenf32/status/1611326220720898049?s=20&t=K38E8xoJh91T93QHO1xnIQ', 'Saifedean Ammous (2023). Scientists funded by fiat inflation continue to insist the weather can only be fixed by you consuming less of the things fiat inflation makes unaffordable.': 'https://twitter.com/saifedean/status/1649994989483507712'}"
220	Science & Recherche	1. Problématiques de fond affectant la production de connaissances	Niveau 2	"{""Louis Fouché (2023). Pratiques mafieuses des acteurs de l'industrie pharmaceutique\xa0 dans Le système de santé est devenu une industrie de la maladie- Epoch Times France"": 'https://www.youtube.com/watch?v=IW7WwLhUQvU&t=2114s', 'Daniel Lattier (2023). Why Academics Are Writing Junk That Nobody Reads. Intellectual TakeOut': 'https://intellectualtakeout.org/2023/01/academic-writing-nobody-reads/', 'Dr Benjamin Bikman (2022). Discussing graduating in Science ; The Problems of the university system in Why We Get Sick - Saifedean Ammous': 'https://www.youtube.com/watch?v=UHANGHWqE7A&list=PL_nQ8kZARIe01xBNJTi2YujKSXCJQ_Sf4&index=26&t=3390s', 'Dr Benjamin Bikman (2022). How do research labs work? The Death of Science, Bitcoin fixes this! in Why We Get Sick - Saifedean Ammous': 'https://www.youtube.com/watch?v=UHANGHWqE7A&list=PL_nQ8kZARIe01xBNJTi2YujKSXCJQ_Sf4&index=26&t=5340s', 'Terence Kealey (2022). 80. Government Funding of Science - The Bitcoin Standard with Saifedean Ammous': 'https://www.youtube.com/watch?v=vimhJIfEY3M', 'Balaji Srinivasan (2022). Key factors holding back scientific progress in Exploring Decentralized Science. Molecule': 'https://www.youtube.com/watch?v=xrcRI_hYDtQ&t=405s', 'Prof. W. Happer (2022). Climate physics. The Bitcoin Standard Podcast': 'https://www.youtube.com/watch?v=5Uf_AbyG6ho', 'Prof. R. Lindzen (2022). Climate Alarmism. The Bitcoin Standard Podcast': 'https://www.youtube.com/watch?v=spKTb3wMmJM', 'Alex Epstein (2022). The Great Climate Con. Jordan B Peterson': 'https://www.youtube.com/watch?v=eDWq7-eP5sE', 'T. Cross (2022). Philosophy of Science - Bitcoin Fixes This': 'https://www.youtube.com/watch?v=xzbw5qlzf68'}"
221	Science & Recherche	1. Problématiques de fond affectant la production de connaissances	Niveau 3	{'Derek Thompson (2023). The Consolidation-Disruption Index Is Alarming. The Atlantic': 'https://www.theatlantic.com/newsletters/archive/2023/01/academia-research-scientific-papers-progress/672694/'}
222	Science & Recherche	2.  Axes de réflexion pour régénérer la science	Niveau 1	"{""Balajis (2022). Everybody's optimizing citations. What you actually want to optimize is independent replication."": 'https://twitter.com/gjohnsx/status/1608178620186370055?s=20&t=w3PcjKHYsZfppk64hCgkKQ', 'Jimmy Song (2022). Fiat Knowledge: Only Bitcoin Creates A Culture That Rewards Verification': 'https://www.youtube.com/watch?v=30y-HAgO9kg'}"
223	Science & Recherche	2.  Axes de réflexion pour régénérer la science	Niveau 2	{'Balaji Srinivasan (2022). Exploring Decentralized Science. Molecule': 'https://www.youtube.com/watch?v=xrcRI_hYDtQ'}
224	Science & Recherche	2.  Axes de réflexion pour régénérer la science	Niveau 3	{'Troy Cross (2022). Philosophy of Science - Off Chain with Jimmy Song': 'https://www.youtube.com/watch?v=xzbw5qlzf68', 'Rupert Sheldrake (2013). The Science Delusion - Banned TED Talk': 'https://www.youtube.com/watch?v=JKHUaNAxsTg', 'Rupert Sheldrake (2023). Objectivity– An urgently needed new approach: Sheldrake-Vernon Dialogue 77': 'https://www.youtube.com/watch?v=hgFp7kkvD7k'}
293	Inclusion sociale	1. Des services financiers pour tous !	Niveau 1	"{""Tomer Strolight (2021). 5. Pourquoi vous n'avez pas besoin d'autorisation pour utiliser Bitcoin ?"": 'https://btctouchpoint.com/fr/pourquoi-bitcoin-5-pourquoi-vous-navez-pas-besoin-dautorisation-pour-utiliser-bitcoin/', ""Tomer Strolight (2021). 17. Pourquoi Bitcoin est l'institution la plus inclusive du monde ?"": 'https://btctouchpoint.com/fr/pourquoi-bitcoin-17-pourquoi-bitcoin-est-linstitution-la-plus-inclusive-du-monde/', 'Max de Marco (2023). The Silent Bitcoin Revolution Of Africa': 'https://www.youtube.com/watch?v=d5AvBsxRMYk', 'ResponsAbility Investments AG \xa0(2021). Inclusion financière : comment ça marche et pourquoi elle est si importante ?': 'https://www.youtube.com/watch?v=yg1-FujivDA', 'Jack Dorsey (2022). Bitcoin [...] enables everyone to be part of the story. Bitcoin Magazine': 'https://twitter.com/DocumentingBTC/status/1619532195286360065?s=20&t=zF-FXjsExTcSFwhY9gajWQ', 'Jan3 (2023). Ridwan Kamil sees why Bitcoin and Lightning can boost financial inclusion in Indonesia like no other technology can.': 'https://twitter.com/JAN3com/status/1660135577713537024?s=20', 'Documenting Bitcoin (2022). Everything changed when Bitcoin came': 'https://twitter.com/DocumentingBTC/status/1658856187478024193', ""L'Afrique parle Bitcoin (2023). Bitcoin [...]: une opportunité pour les citoyens de 20 pays africains dont la monnaie officielle a perdu +50% de sa valeur"": 'https://twitter.com/Afrique_Bitcoin/status/1620077751729283072?s=20&t=VLg6d-4HToAdDkZUFp_IvQ', 'Abhay (2023). How to gift as little as $1 from US to India, instantly and for free. Orange pilling 1.4Bn Indians': 'https://medium.com/@abhayhodl/how-to-send-a-1-gift-from-us-to-india-39b2ebd444aa'}"
294	Inclusion sociale	1. Des services financiers pour tous !	Niveau 2	{'A. Stachtchenko (2022). Les cryptomonnaies, une nouvelle arme géopolitique ? BPI France': 'https://www.youtube.com/watch?v=S2Tprt_v8Js', 'G. Wanzavalere et S. Gouspillou (2021). Comment Bitcoin change la vie des gens au Congo ?! GAC': 'https://www.youtube.com/watch?v=cCfAPMTOP2I', 'BTC Casey (2023). Strikes Launches instant, cheap remittances for the Philippines using Bitcoin Lightning. Bitcoin Magazine': 'https://bitcoinmagazine.com/business/strike-launches-remittances-to-philippines', 'Découvre Bitcoin (2022). La censure VS Bitcoin': 'https://www.youtube.com/watch?v=aX9FYvM6rFo', 'Pilule rouge ou pilule bleue ? Bitcoin 101. ADB': 'https://www.youtube.com/watch?v=nCRVIoyyyck&t=21s', 'Alex Gladstein (2021). Check your financial privilege': 'https://bitcoinmagazine.com/culture/check-your-financial-privilege'}
295	Désintermédiation	1. Se passer des  intermédiaires	Niveau 1	"{'Balva et Stachtchenko (2022). Bitcoin & cryptomonnaies faciles. Désintermédiation (extrait)': 'https://btctouchpoint.com/wp-content/uploads/2023/01/desintermediation-101.jpg', 'David St-Onge (2022) Inventons ensemble Bitcoin ! - Doodling Bitcoin #3': 'https://www.youtube.com/watch?v=tNS9uwf5Vcg&t=65s', 'Edward Snowden (2023). Bitcoin [...] and Lightning make global money transfers ""borderless, instant and free"". Bitcoin Magazine': 'https://twitter.com/BitcoinMagazine/status/1617932911789117440?s=20&t=C7MGT6M38VEZg2iTQ7quAg'}"
296	Désintermédiation	1. Se passer des  intermédiaires	Niveau 2	{'A. Stachtchenko (2022). Le tiers de confiance - Quel avenir pour Bitcoin ? Liber-Thé': 'https://www.youtube.com/watch?v=qDRqbG-VLDM&t=772s', 'A. Stachtchenko (2022). Les cryptomonnaies, une nouvelle arme géopolitique ? BPI France': 'https://www.youtube.com/watch?v=S2Tprt_v8Js', 'Généraux byzantins et double dépense - Les mineurs - Bitcoin 101 ADB': 'https://www.youtube.com/watch?v=Lr5L3uy244w&t=235s', 'Yann Pritzker (2019). Inventing Bitcoin. 2. Removing the middleman.': 'https://www.swanbitcoin.com/inventing-bitcoin/', 'Jean-Luc (2015). Les banques et la blockchain. Bitcoin.fr': 'https://bitcoin.fr/les-banques-et-la-blockchain/', 'Sadry Bouhejba (2018). Vers un monde financier sans intermédiaire. JDN': 'https://www.journaldunet.com/economie/finance/1443565-vers-un-monde-financier-sans-intermediaire/', 'BTC Casey (2023). Strikes Launches instant, cheap remittances for the Philippines using Bitcoin Lightning. Bitcoin Magazine': 'https://bitcoinmagazine.com/business/strike-launches-remittances-to-philippines', 'Jack Maller (2023). Exclusive Interview. Bitcoin Magazine': 'https://www.youtube.com/watch?v=EW0OIw5yY7Y'}
297	Désintermédiation	1. Se passer des  intermédiaires	Niveau 3	{'Nick Szabo (2001). Trusted Third Parties are Security Holes': 'https://nakamotoinstitute.org/trusted-third-parties/', 'A. Farrington et A. Larson (2022). Green Eggs and Ham': 'https://wixlabs-pdf-dev.appspot.com/assets/pdfjs/web/viewer.html?file=%2Fpdfproxy%3Finstance%3D1itwcu_DlKPPe2CJ-1HbSSV_dJWJX_hP8-KHU9ABOOQ.eyJpbnN0YW5jZUlkIjoiNjY0MTNhMmMtYzdmMS00NTNjLTlkZmItYmFlMjllNmE0NDMyIiwiYXBwRGVmSWQiOiIxM2VlMTBhMy1lY2I5LTdlZmYtNDI5OC1kMmY5ZjM0YWNmMGQiLCJtZXRhU2l0ZUlkIjoiMDY4Y2Q2YzctMGZlOC00OTU2LWExOTItNmI5MGQxYjk4NzU0Iiwic2lnbkRhdGUiOiIyMDIyLTExLTI4VDE4OjIwOjM4LjA1NFoiLCJkZW1vTW9kZSI6ZmFsc2UsImFpZCI6IjdkNjQwZWY5LTBmM2ItNGM4NS1iZGVkLTA4MTEwOTdmMjUxNiIsImJpVG9rZW4iOiI2MGNkZWNlYi1jODE5LTBjNmEtM2M2OS1kMTcyNGZkM2MzNjYiLCJzaXRlT3duZXJJZCI6IjNjMzZhNGNkLWE3ZDQtNDMyNS1iZDEzLTY0ZDc0ZmQ3ZDMxZiJ9%26compId%3Dcomp-lb147kas%26url%3Dhttps%3A%2F%2Fdocs.wixstatic.com%2Fugd%2F3c36a4_d95d1a9c178d42d08dc191a7723e0efd.pdf#page=1&links=true&originalFileName=Green%20Eggs%20And%20Ham&locale=en&allowDownload=true&allowPrinting=true'}
298	Éducation	Écroulement du sytème éducatif	Niveau 1	"{'Prof. Feynman (2023). Things that Schools should teach': 'https://twitter.com/ProfFeynman/status/1621876194311573504?s=20', 'Jack Posobiec (2023). Imagine paying money to Disney to teach your kids to hate themselves and hate their country': 'https://twitter.com/DrBitcoinMD/status/1622341610515070976?s=20', 'The Bitcoin Family Didi Taihuttu (2023). Education vs ChatGPT, blockchain & Bitcoin': 'https://www.youtube.com/watch?v=4XUUIqpomH0', 'S. Ammous (2023). Schools teach you that science took humans away from blind trust in authority': 'https://twitter.com/saifedean/status/1640258984597659648?s=20', ""D. Prince (2023). The education system is [...] not broken, it's working exactly as it was designed to work."": 'https://twitter.com/TheRealAlexKo/status/1650953575433117696', 'T. Mogenet (2023). L’objectif de l’école républicaine [...] est plutôt d’inculquer l’obéissance, la discipline et le respect hiérarchique.…': 'https://twitter.com/Theo_Mog/status/1648570714281201664', 'R. Wood (2023). These homeschooling stats should cure your case of the Monday blues…': 'https://twitter.com/coachrobwood/status/1650475431705845761'}"
299	Éducation	Écroulement du sytème éducatif	Niveau 2	{'Neil Howe (2023). Cash-Strapped Colleges Court Reluctant Students. Hegeye': 'https://app.hedgeye.com/insights/127083-cash-strapped-colleges-court-reluctant-students?type=macro%2Cmarket-insights', 'Jimmy Song (2022). How Education Became A Fountain Of Fiat Values.': 'https://www.youtube.com/watch?v=cZFa-8VzCSY', 'Daniel Prince (2022). Fiat Education\u200b. The Bitcoin Standard Podcast': 'https://www.youtube.com/watch?v=rtb0jIyt2lE', 'Daniel Prince (2022). Homeschooling. The Bitcoin Standard Podcast': 'https://www.youtube.com/watch?v=hTsJHCFG6n0', 'S. Ammous (2020). Post-Secondary Education. Bitcoin Fixes This': 'https://www.youtube.com/watch?v=MQT3ANAxq4g'}
300	Éducation	Écroulement du sytème éducatif	Niveau 3	{'S. Ammous (2022). Post-Secondary Education - Bitcoin Fixes This': 'https://www.youtube.com/watch?v=MQT3ANAxq4g', 'Korov Ray (2022). Why Bitcoin could never have been invented in a\xa0 University. Bitcoin Magazine': 'https://bitcoinmagazine.com/culture/bitcoin-could-never-be-invented-in-a-university'}
301	Éducation	Attrait des modèles alternatifs	Niveau 1	{'The Bitcoin Family (2023). Education vs ChatGPT, blockchain & Bitcoin': 'https://www.youtube.com/watch?v=4XUUIqpomH0'}
302	Éducation	Attrait des modèles alternatifs	Niveau 2	"{'Daniel Prince (2022). Homeschooling\u200b. The Bitcoin Standard Podcast': 'https://www.youtube.com/watch?v=hTsJHCFG6n0', 'Michael Saylor (2022). Saylor shares his views on education\u200b. Once Bitten': 'https://www.youtube.com/watch?v=WSKOueBeOns', 'Michael Saylor (2023). 10 Rules for Life \u200b. What Bitcoin Did': 'https://www.youtube.com/watch?v=-w-aYVXcOk4', 'Jeff Davidson (2022). The Power of Online Learning. The Bitcoin Standard Podcast': 'https://www.youtube.com/watch?v=D2v9qbR1KC4&list=PL_nQ8kZARIe01xBNJTi2YujKSXCJQ_Sf4&index=76', ""Daniel Prince (2022). A thread of podcasts dedicated to education and how to explore your 'alternative' choices to state indoctrination."": 'https://twitter.com/PrinceySOV/status/1504484848307609601?s=20&t=rSEEzcg8PXk3lecgNzpBnw', ""Scott Lindberg (2023). Homeschoolers are bitcoiners who don't know it yet. Bitcoin Magazine"": 'https://bitcoinmagazine.com/culture/parallels-between-homeschool-and-bitcoin'}"
303	Nutrition & Santé	Examen critique des approches de santé et nutrition fiat	Niveau 1	"{""Saifedean Ammous (2022). Régime alimentaire fiat. L'Étalon Fiat"": 'https://btctouchpoint.com/fr/regime-alimentaire-fiat/', ""Saifedean Ammous (2022). Aliments fiat. L'Étalon Fiat"": 'https://btctouchpoint.com/fr/letalon-fiat-aliments-fiat/', ""Saifedean Ammous (2022). La récolte de la nourriture fiat. L'Étalon Fiat"": 'https://btctouchpoint.com/fr/letalon-fiat-la-recolte-de-la-nourriture-fiat/'}"
304	Nutrition & Santé	Examen critique des approches de santé et nutrition fiat	Niveau 2	"{""Croissance du nombre de médecins et d'administrateurs entre 1970 et 2009 aux USA.\xa0 WtFhappenedin1971.com"": 'https://btctouchpoint.com/wp-content/uploads/2023/01/Growth-of-Physicians-and-administrators-1970-2009.jpg', ""Louis Fouché (2023) Effet néfastes de la tarification à l'acte dans les hôpitaux; Effondrement du système de santé ; pratiques mafieuses des acteurs de l'industrie pharmaceutique\xa0 - Epoch Times France"": 'https://www.youtube.com/watch?v=IW7WwLhUQvU&t=1465s', 'Nina Teicholz (2021). Fiat Nutrition. Saifedean Ammous podcast': 'https://www.youtube.com/watch?v=NouUpQf2fcI&list=PL_nQ8kZARIe01xBNJTi2YujKSXCJQ_Sf4&index=82', 'Calley Means (2023). Fiat Food Science - The Bitcoin Standard Podcast': 'https://www.youtube.com/watch?v=4JPJglk80OE'}"
305	Nutrition & Santé	Examen critique des approches de santé et nutrition fiat	Niveau 3	{'Frédéric Leroy (2022). The Science, Politics, and Economics of Anti-Meat Discourse - Death in The Garden': 'https://open.spotify.com/episode/1yheXK7JMj0k33PHdUNPsp?si=pmB_c2sNTBORF5EFc38Ofg&nd=1', 'Andy Schoonever (2022). Economics of Health Care. Bitcoin Fixes This': 'https://www.youtube.com/watch?v=42G42lKhs0Q'}
306	Nutrition & Santé	Dégradation des habitudes alimentaires	Niveau 1	"{'Évolution du régime alimentaire américain depuis 1970.\xa0 WtFhappenedin1971.com': 'https://btctouchpoint.com/wp-content/uploads/2023/01/How-the-American-diet-has-changed-since-1970.jpg', 'Evolution de la taille du cheptel bovin aux USA  et de la consommation de viande.  WtFhappenedin1971.com': 'https://btctouchpoint.com/wp-content/uploads/2023/01/Evolution-de-la-taille-du-cheptel-bovin-USA-1920-2022.jpg', ""Tendance en matière d'obésité chez les enfants et adolescents aux USA entre 1963 et 2016.\xa0 WtFhappenedin1971.com"": 'https://btctouchpoint.com/wp-content/uploads/2023/01/trends-in-obesity-among-children-and-adolescent-USA-1963-2015.jpg', ""Évolution du taux d'obésité par état aux USA entre 1985 et 2021. (2022)."": 'https://btctouchpoint.com/wp-content/uploads/2023/01/Obesity-is-an-epidemic.mp4', 'Obesity Epidemic - USA CDC Obesity Maps (2011-2019 Data)': 'https://www.youtube.com/watch?v=aJBC50y_0Hw', ""Dr Anthony Gustin (2023). Les multinationales se partagent le marché mondial de l'alimentation. - (2011-2019 Data)"": 'https://twitter.com/dranthonygustin/status/1611466635998535686', ""Weston Price (2019). L' Alimentation Humaine Naturelle: Weston Price Nutrition et Dégénérescence Physique. The Candida Slayer"": 'https://www.youtube.com/watch?v=Z5-xuka4e74', 'P. D. Mangan Health & Freedom Maximalist (2023). Egg vs. Just Egg': 'https://twitter.com/Mangan150/status/1660398444891045888'}"
307	Nutrition & Santé	Dégradation des habitudes alimentaires	Niveau 2	{'Vitaminized cooking techniques (1936). Educational TV programme - Brian Roemmele': 'https://twitter.com/BrianRoemmele/status/1566589482224189441?s=20&t=3MjIvKwlo5QUaEvk44STJQ', 'Bill Maher (2022). New Rule: Fat Acceptance. Real Time with Bill Maher. HBO': 'https://www.youtube.com/watch?v=yfiWjnStE3w', 'S. Ammous (2022). Fiat Food is Destroying Our Health - Meat Mafia Podcast': 'https://www.youtube.com/watch?v=Gxrf8XO17ew&t=2273s', 'Trading for Bacon (2020). Dr. Weston Price Western Diet & Teeth Health - Nutrition & Physical Degeneration': 'https://www.youtube.com/watch?v=lk4nF0UgSlE', 'P. D. Mangan Health & Freedom Maximalist (2023). Industrial seed oils, aka vegetable oils, are still widely recommended as healthy. But are they?': 'https://twitter.com/Mangan150/status/1370017932512686084', 'Dr Cate Shanahan (2002). Deep Nutrition.The Bitcoin Standard Podcast': 'https://podcasts.apple.com/ca/podcast/107-deep-nutrition-with-dr-cate-shanahan/id1403202032?i=1000554506244', 'Pomeroy, Ross (2022). Red meat is not a health risk. New study slams years of shoddy research - Health': 'https://bigthink.com/health/red-meat-cancer-not-health-risk/'}
308	Nutrition & Santé	Dégradation des habitudes alimentaires	Niveau 3	{'Dr Benjamin Bikman (2022). Why We Get Sick - Saifedean Ammous podcast': 'https://www.youtube.com/watch?v=UHANGHWqE7A&list=PL_nQ8kZARIe01xBNJTi2YujKSXCJQ_Sf4&index=28', 'Dr Malcolm Kendrick (2022). Cholesterol Con - The Bitcoin Standard podcast': 'https://www.youtube.com/watch?v=BjiEf_LvNRA&list=PL_nQ8kZARIe01xBNJTi2YujKSXCJQ_Sf4&index=19', 'Dr Anthony Jay (2022). Estrogeneration - - How Estrogenics Are Making You Fat, Sick, and Infertile. Once Bitten Podcast #320': 'https://fountain.fm/episode/9Zzn96wkxdvBaRvIKqrh'}
309	Nutrition & Santé	Retour aux fondamentaux - Ne te fie pas : vérifie !	Niveau 1	"{""Saifedean Ammous (2022). Alimentation saine. L'Étalon Fiat"": 'https://btctouchpoint.com/fr/letalon-fiat-alimentation-saine/', '36.9 (2017). Diète cétogène: manger gras pour rester en bonne santé? - RTS Santé': 'https://www.youtube.com/watch?v=AO0NDci7yVQ', 'D. Rousselet (2021). Le régime W. Price : le meilleur régime au monde ?': 'https://www.youtube.com/watch?v=2CGgyirfPm8', 'Kay (2022). Le régime ""Weston A. Price"" : une révélation': 'https://www.youtube.com/watch?v=R2wi2rxs61E', 'Case Bradford (2023). Liver Revolution': 'https://twitter.com/casbrad/status/1656046623234088961'}"
310	Nutrition & Santé	Retour aux fondamentaux - Ne te fie pas : vérifie !	Niveau 2	{'Louis Fouché (2023). Prise de conscience de notre resp. individuelle;\xa0 Rôle des médecines trad. dans ce renouveau de la santé et du soin - Epoch Times FR': 'https://www.youtube.com/watch?v=IW7WwLhUQvU&t=2735s', 'Michael Goldstein (20??) Just eat meat - website.': 'https://justmeat.co/', 'Michael Goldstein (2019). Trolling, Memetics, Austrian Economics and Carnivory. Citizen Bitcoin': 'https://citizenbitcoin.world/episodes/michael-goldstein-trolling-memetics-austrian-economics-and-carnivory', 'Vilhjalmur Stefansson (2022). First Time The Carnivore Diet Was Made Public: Vilhjalmur Stefansson, Arctic explorer (1957) - Practical Carnivore': 'https://www.youtube.com/watch?v=wYC-_HaBcVU', 'Paul Saladino (2021). The Carnivore Diet. Saifedean Ammous podcast': 'https://www.youtube.com/watch?v=kXYpo2uH3LA&list=PL_nQ8kZARIe01xBNJTi2YujKSXCJQ_Sf4&index=85'}
